"URL","html_name","Title","Subtitle","Date","Content","Country","Topics"
"https://www.hrw.org/news/2000/12/31/clinton-signature-war-crimes-court-praised","Clinton Signature on War Crimes Court Praised","Clinton Signature on War Crimes Court Praised","","12/31/2000","(New York) - Human Rights Watch today welcomed U.S. President Bill Clinton's signing the treaty for the international criminal court.   """"In signing this treaty, President Clinton has made history,"""" said Richard Dicker, director of the International Justice program at Human Rights Watch. """"This is a great step forward for global justice.""""     Signing the treaty places no obligations on the incoming Bush administration. But Dicker said he hoped the Bush administration would participate in ongoing negotiations on the court to help shape the practice of the court.     The option of signing the treaty without ratifying it expired on December 31, 2000. One hundred and thirty-six governments have already signed the International Criminal Court treaty, and 25 have already ratified. The pace of signature and ratification of the treaty has picked up speed in the last six months, and Human Rights Watch anticipates that sixty states will have ratified by mid-2002. Sixty ratifications will bring the treaty into force and trigger the establishment of the court. The International Criminal Court will try future cases of genocide, crimes against humanity, and war crimes. The court is the most significant international tribunal since the Nuremberg courts after World War II, and the most important advancement in human rights protection since the 1948 Universal Declaration of Human Rights.     """"President Clinton has supported international tribunals for Yugoslavia, Rwanda, Cambodia, Sierra Leone, and Iraq,"""" said Dicker. """"But his record on international justice got a lot better today as a result of this important decision.""""     The court is designed with numerous safeguards to protect the rights of the accused and guarantee the highest standards of due process. Under the court's """"complementarity"""" provisions, the U.S. government can ensure that no American ever be prosecuted before the court, by conducting good-faith investigations - and prosecutions, if necessary - of any U.S. citizens who might commit such terrible crimes.","United States, US Foreign Policy","International Justice, International Criminal Court"
"https://www.hrw.org/news/2000/12/29/sharp-increase-support-war-crimes-court","Sharp Increase in Support for War Crimes Court","Sharp Increase in Support for War Crimes Court","Pressure on U.S. Growing as Dec. 31 Deadline Nears","12/29/2000","(New York) - Human Rights Watch today applauded the recent dramatic increase in signatures on the treaty establishing the international criminal court. """"This sudden rush of signatures is fantastic, and it shows that support for the court is near universal,"""" said Richard Dicker, director of the International Justice program at Human Rights Watch. """"Against this backdrop, history will look harshly on President Clinton if he fails to sign.""""    By December 29 at 10:00 am, 132 states had signed the treaty for the court, which will try cases of genocide, crimes against humanity, and war crimes. Ten states have signed in the last week. Three more states have signaled that they will sign today.     The new tally reflects even greater support for the court than when the treaty was finalized, in Rome in July 1998, when 120 states voted for the treaty and only seven voted against it. The United States was among those voting against.     The option of signing the treaty without ratifying it expires on December 31, 2000. President Clinton is coming under increasing pressure from members of Congress, non-governmental organizations, and legal experts to sign the treaty in the next two days. A growing number of U.S. newspaper editorial boards have also urged him to sign.     """"This sudden rush of signatures is fantastic, and it shows that support for the court is near universal,"""" said Richard Dicker, director of the International Justice program at Human Rights Watch. """"Against this backdrop, history will look harshly on President Clinton if he fails to sign.""""     The large number of signatures increases the likelihood of ratifications from states worldwide. The court will go into operation once 60 states have ratified, probably by mid-2002. Twenty-five states have already ratified the treaty, with twenty more expected within the next nine months.     The wide range of support for the international criminal court, from countries all across the globe, also makes it impossible for the court to be mischaracterized as an institution driven by a few """"northern"""" or """"developed"""" countries.     The court is the most significant international tribunal since the Nuremberg courts after World War II, and the most important advancement in human rights protection since the 1948 Universal Declaration of Human Rights.     President Clinton has supported more limited international criminal tribunals for Yugoslavia, Rwanda, Cambodia, Sierra Leone, and Iraq and has supported justice in specific countries.     The court is designed with numerous safeguards to protect the rights of the accused and guarantee the highest standards of due process. Under the court's """"complementarity"""" provisions, the U.S. government can ensure that no American ever be prosecuted before the court, by conducting good-faith investigations - and prosecutions, if necessary- of any U.S. citizens who might commit such terrible crimes.","United States, US Foreign Policy, Global","International Justice, International Criminal Court"
"https://www.hrw.org/news/2000/12/28/tunisia-trial-professor-condemned","Tunisia- Trial of Professor Condemned","Tunisia: Trial of Professor Condemned","Effort to Host Information Summit Questioned","12/28/2000","The Tunisian government should cease its ongoing campaign of harassment against a leading human rights defender and professor of public health, Human Rights Watch said. In a letter to President Zine al-Abidine Ben Ali, the Academic Freedom Committee of Human Rights Watch said that Dr. Moncef Marzouki faces trial on December 30 on spurious charges of """"belonging to an illegal organization"""" and """"disseminating false information."""" The charges reflect his advocacy of democratic reforms as spokesperson for the National Council on Liberties in Tunisia (CNLT), an independent human rights group. The Academic Freedom Committee, a group of prominent academics and scholars, called on President Ben Ali to carry out his recent pledge to respect international human rights standards, and asked the president to stop his government's use of physical violence, unwarranted criminal prosecution, and punitive administrative measures to silence its academic critics.  Dr. Marzouki has already lost his ability to earn his livelihood after being fired by the Ministry of Public Health, following highly arbitrary administrative procedures, from his teaching position at the University of Sousse on July 29, 2000. On December 15, plainclothes police officers physically assaulted Professor Mohammed Bechri, a professor at the faculty of Law and Economics at the University of Sousse, when he and several companions attempted to present a petition to the Ministry protesting Dr. Marzouki's dismissal.  """"Tunisia should not be chosen to host the World Information Summit if the government punishes scholars and teachers for receiving or sharing their knowledge,"""" said Zia-Zarifi. """"These continuing attacks clearly violate the intellectual freedoms at the heart of the information age.""""  The Human Rights Watch Academic Freedom Committee includes co-chairs Yolanda Moses, President of the American Association for Higher Education, and Jonathan F. Fanton, former president of the New School for Social Research in New York. The committee membership includes the current and past presidents of Harvard University, Columbia University and over a dozen other universities in the United States, as well as internationally prominent academics such as Lord Ralf Dahrendorf of St. Antony's College at Oxford, Krzysztof Michalski of the Institute for Human Sciences in Vienna, Ariel Dorfman of Duke University, John Kenneth Galbraith of Harvard University, and Fang Lizhi of the University of Arizona.","Middle East/North Africa, Tunisia","Free Speech"
"https://www.hrw.org/news/2000/12/28/azerbaijani-parliamentary-elections-manipulated","Azerbaijani Parliamentary Elections Manipulated","Azerbaijani Parliamentary Elections Manipulated","","12/28/2000","Azerbaijan's parliamentary elections were to have been a test of that country's commitment to the rule of law and to meeting the requirements for joining the Council of Europe. The exercise was a spectacular failure.","Europe/Central Asia, Azerbaijan",""
"https://www.hrw.org/news/2000/12/27/letter-president-zine-al-abidine-ben-ali","Letter to President Zine al-Abidine Ben Ali","Letter to President Zine al-Abidine Ben Ali","","12/27/2000","We write this open letter on behalf of the Academic Freedom Committee of Human Rights Watch to express our alarm at attacks on academic freedom in Tunisia. We are particularly concerned about the ongoing persecution of Dr. Moncef Marzouki, a professor of community medicine at the University of Sousse and the spokesperson for the National Council on Liberties in Tunisia (CNLT), an independent human rights group.  Dr. Marzouki faces trial on December 30 on charges of belonging to an illegal organization, the internationally respected CNLT, under article 30 of Penal Law no. 154, and disseminating false information with the intent of disturbing public order, under article 49 of the Press Law. If convicted, he could serve up to eight years in prison. The government's use of these laws to punish Dr. Marzouki for his advocacy of democratic reforms is inconsistent with its obligations under international human rights treaties to which it is a party, notably the International Covenant on Civil and Political Rights. The U.N. Special Rapporteur on Freedom of Opinion and Expression singled out article 49 of the Press Law as violating article 19 of the ICCPR, regarding freedom of expression. Your Excellency stated earlier this month that you would seek to reform the Tunisian legal system, specifically by changing the press laws so as to prevent their use to justify censorship. We hope that you will use the occasion of Dr. Marzouki's trial to demonstrate your commitment to the defense of free expression and academic freedom in Tunisia. This upcoming trial is the latest incident in a pattern of systematic harassment of Dr. Marzouki. Dr. Marzouki already served a prison sentence in 1994 for his political views. Furthermore, the government's efforts to silence Dr. Marzouki have deprived him of his ability to earn a livelihood and support his family. In 1994 he was prevented from continuing his internationally recognized practice and research in public health, which focused on handicapped children. For most of the period since then he was also stripped of his passport, preventing him from pursuing his academic activity outside Tunisia. On July 29, 2000, Dr. Marzouki was fired from his teaching position (his only source of income) by the Ministry of Public Health following highly questionable and arbitrary procedures. We respectfully ask you to encourage the proper authorities to reinstate Dr. Marzouki to his teaching position and allow him to travel abroad for professional purposes and to visit his family.  The campaign against Dr. Marzouki highlights a general crackdown on academics and civil society in Tunisia over the past few months. Most recently, Professor Mohamed Bechri, a member of the Faculty of Law and Economics at the University of Sousse, was attacked and beaten by plainclothes police officers on December 15 as he was attempting to present to the Ministry of Public Health a petition bearing over five hundred signatures protesting Dr. Marzouki's dismissal. Professor Bechri told Human Rights Watch that he was forcibly prevented from approaching the Ministry and was attacked in his car as he was trying to leave. Professor Bechri's companions, journalist Sihem Bensedrine and Omar Mestiri, secretary general of the CNLT, were also beaten. Mestiri was abducted and abandoned outside the village of Mejaz el Bab, some fifty kilometers from Tunis.  In light of recent comments Your Excellency has made regarding the need for greater respect for human rights in Tunisia, we urge you to instruct the authorities to take all necessary steps to identify and prosecute those responsible for the attacks on Mohamed Bechri, Sihem Bensedrine, and Omer Mestiri. Furthermore, we respectfully urge you to demonstrate a genuine commitment to human rights by bringing to a halt the use of unwarranted criminal and administrative charges to punish scholars and academics who express critical views, and to allow them to pursue their research and teaching freely.  Tunisia has nominated itself as a host for the U.N. World Information Society Summit in 2003. This event aims to gather leading figures in government and civil society to foster the global development of the Internet and other new means of disseminating information. We fully support any effort to decrease the gap between developed and less-developed nations in this important area, and we would be pleased to see this summit take place in a developing country whose government was committed to protecting the right of academics to gather and share their knowledge. We hope that your urgent attention to decreasing the pressure on academics will show Tunisia to be such a country.  We look forward to your positive response on this important matter.  Sincerely, /s/ Saman Zia-Zarifi Director Academic Freedom Program Human Rights Watch  cc: HE Hatem Atallah, Ambassador of Tunisia to the United States","Middle East/North Africa, Tunisia","Free Speech"
"https://www.hrw.org/news/2000/12/27/deadline-awaits-clinton-world-criminal-court","Deadline Awaits Clinton on World Criminal Court","Deadline Awaits Clinton on World Criminal Court","","12/27/2000","He hasn't managed to bring peace to the Middle East, and he won't be appointing any more Supreme Court justices in the next few weeks. But President Clinton still has a chance to shape his legacy: He can bring hope and justice to the lives of millions of people all over the world, decades after he leaves office, by signing the treaty for an international criminal court before the deadline Sunday. The international criminal court is the biggest thing to happen in human rights in 50 years. The court will prosecute people suspected of committing the worst atrocities known to mankind: genocide, crimes against humanity and war crimes. Without such a court, we have nowhere to deposit the tyrants and tin-pot rebel leaders who commit these terrible deeds. Just one example: Six months ago, the government of Sierra Leone finally captured the rebel leader, Foday Sankoh, whose troops have been killing, raping and cutting off the limbs of civilians in that West African country for the past 10 years. But now that they have him, what can they do with him? After a decade of civil war, the Sierra Leonean judicial system is, to say the least, a shambles. So the past half year has been spent wrangling at the United Nations about the makeup and jurisdiction of a special tribunal -- which is still not off the ground. Meanwhile, the rebels in Sierra Leone are bargaining to lay down their weapons only if their leader is released from prison -- a pact with the devil if there ever was one. Court simplifies things How much simpler it would be to have an international court with judges and prosecutors at the ready, where people such as this rebel leader routinely could be handed over. That's the only way to return a failed country such as Sierra Leone to normalcy: a sober judicial proceeding in which the crimes of the past are laid out, addressed and punished. The international court will be established in less than two years. Already, 122 governments have signed the treaty for the court, and 25 have ratified it. Sixty ratifications are needed. The United States stands almost alone in opposing this process. Virtually every single one of its democratic allies, including all of Western Europe, vigorously supports the court. Court opponents such as Sen. Jesse Helms, R-N.C., simply mistrust international institutions that put any obligations on the United States. The Pentagon has legitimate worries that as the world's sole remaining superpower, the United States could become the target of frivolous international lawsuits. But the court has been designed to preclude politically motivated trials. Any citizen charged with genocide or other serious crimes would not come before the court unless his own government had completely failed to investigate the case. That hardly describes the U.S. system of justice. The international criminal court is designed for the dysfunctional Sierra Leones of this world, not for the United States. Some Senate opposition Despite the court's many safeguards and protections for American citizens, some U.S. lawmakers have said they'll never allow it to be ratified in the Senate, which must approve the treaty. And after Sunday, any country that wants to join the court has to ratify it straight away. So Clinton has a very small window of opportunity to do the right thing. If he signs the treaty by Sunday, he will lend American prestige and expertise to the fledgling court. If he lets the deadline pass, the court will go ahead without U.S. support -- and the president will have allowed the forces of short- sightedness and expediency to hold sway over his final days in office. That's not much of a legacy for history. Just ask the people of Sierra Leone.","United States",""
"https://www.hrw.org/news/2000/12/26/sign-treaty-international-criminial-court","Sign Treaty for an International Criminial Court","Sign Treaty for an International Criminial Court","","12/26/2000","During the course of the next two years a new international criminal court will be established, potentially the most powerful institution for defending human rights that the world has yet devised. The court will prosecute people accused of committing terrible atrocities: genocide, crimes against humanity and war crimes. Already, 120 governments have signed the treaty for the court and once 60 countries have ratified it, probably by mid-2002, the court will begin operations. During the course of the next two years a new international criminal court will be established, potentially the most powerful institution for defending human rights that the world has yet devised. The court will prosecute people accused of committing terrible atrocities: genocide, crimes against humanity and war crimes. Already, 120 governments have signed the treaty for the court and once 60 countries have ratified it, probably by mid-2002, the court will begin operations. President Clinton, in his final days in office, faces a crucial decision. He knows that the U.S. Senate, and particularly its Foreign Relations Committee chairman, Jesse Helms, will not let this treaty be ratified in the foreseeable future. But he also knows that until Dec. 31, he can sign the treaty without having it ratified at the same time. After New Year's Day, a mere signature will no longer be an option; governments must accede to the treaty directly. The president has two compelling reasons to sign the treaty this week. First, it would keep the United States engaged in shaping the way the court works. Negotiations continue over how the judges, prosecutors and investigators will carry out their work. It is important that the U.S. contribute to helping ensure that the international criminal court will meet the highest standards of jurisprudence. U.S. negotiators have made valuable contributions to the process in the past and they should continue to be involved. Also, his signing the treaty will place the U.S. squarely in line with those who are ready to declare that there is no hiding place anywhere in the world for people who commit crimes against humanity. Those who are accused of such crimes will, if circumstances dictate, be brought before the international criminal court where experienced prosecutors and judges will hear the facts and bring judgment. It will send a powerful message to those who think crimes against humanity might go unpunished. Although it has supported similar tribunals for the former Yugoslavia and Rwanda, the Clinton administration stopped short when it came to setting up a permanent court, concerned that U.S. citizens might be subjected to politically motivated prosecutions. As a result, the United States joined a minority of seven countries-- including Iraq, China and Libya--in voting against the treaty when it was negotiated in 1998. There is no reason for concern. The treaty includes numerous safeguards to make sure that American servicemen or other officials would not be hauled before the court on political charges. The court will not even have jurisdiction over cases that have been investigated by an individual's own government. This court is designed for failed states with failed justice systems--not for the United States. In fact, the Clinton administration has a strong record on issues of international justice. In addition to the Yugoslavia and Rwanda tribunals, it has supported recent efforts to establish courts on Cambodia and Sierra Leone. And in a speech to survivors of the Rwandan genocide in 1998, President Clinton said, """"Talks are under way at the United Nations to establish a permanent criminal court. Rwanda ... underscores the need for such a court. And the United States will work to see that it is created."""" As the end of the year approaches, many world leaders will speak about their hope for peace in the world. I join those who hope President Clinton will make it a time of action by signing the treaty for the international criminal court.","United States",""
"https://www.hrw.org/news/2000/12/26/human-rights-watch-solicita-un-indulto-los-inocentes","Human Rights Watch solicita un indulto a los inocentes","Human Rights Watch solicita un indulto a los inocentes","Carta al Presidente Paniagua","12/26/2000","Dr. Valentín Paniagua  Presidente de la República del Perú  Presidencia de la República  Palacio de Gobierno  Plaza de Armas  Lima 1, PERU  De mi más alta consideración:   Tengo el honor de dirigirme a S.E. para felicitarle por su elección como Presidente y desearle éxito en la gran tarea que S.E ha asumido en el restablecimiento de la democracia y los derechos humanos en el Perú, luego de una década de graves abusos. Asimismo, nos complace enormemente el nombramiento de personas con una larga trayectoria en el campo de los derechos humanos en puestos claves en su gabinete.   Quisiera aprovechar esta ocasión para solicitarle encarecidamente que conceda un indulto a todas aquellas personas que han sido encarceladas injusta y falsamente por terrorismo. Me refiero a aproximadamente 250 inocentes en prisión que han sido identificados como tales por la Iglesia Católica, la Iglesia Evangélica y por la Coordinadora Nacional de Derechos Humanos. El indulto es la única via que permite a estas personas recuperar la libertad, pues las leyes actuales no permiten beneficios penitenciarios ni, en muchos casos, revisión judicial alguna. Estas personas han sido víctimas de un sistema procesal y penal draconiano condenado por organizaciones intergubernamentales de derechos humanos como injusto, arbitrario y carente de los elementos mas básicos del debido proceso. Y, además, según la opinión de organizaciones no-gubernamentales peruanas muy respetables y con profundo conocimiento en la materia, son inocentes de los delitos de los que se les acusan.   Estamos convencidos de que la Comisión de Indulto creada por el Ministerio de Justicia del régimen anterior, y que ha logrado magros resultados, no es un mecanismo adecuado para encontrar una solución al problema de los inocentes. Dicha comisión fue creada por un gobierno comprometido en graves violaciones de los derechos humanos (según la Coordinadora Nacional de Derechos Humanos más del setenta por ciento de los detenidos por terrorismo han declarado que fueron torturados).   Hemos recibido informes alentadores de que el Gobierno de S.E. ya trabaja en la revisión de los casos de los procesados por terrorismo con pruebas insuficientes y que es probable que con motivo de las fiestas navideñas, un grupo de reclusas de la cárcel de Chorrillos salgan libres.   Felicitamos a vuestro Gobierno por estas iniciativas y rogamos a S.E. que indulte a todos los presos inocentes en el plazo más breve posible. Estoy seguro que S.E. compartirá nuestro punto de vista de que este asunto es un acto de justicia impostergable en la recuperación del pleno respeto a los derechos humanos en el Perú.   Sin otro particular, reitero las seguridades de mis más alta estima y consideración.   Atentamente,   José Miguel Vivanco  Director Ejecutivo  División de las Américas   cc. Diego García Sayán  Ministro de Justicia   Susana Villarán de la Puente  Ministra de Promoción de la Mujer y Desarrollo Humano.   Walter Albán Peralda  Defensor del Pueblo   Sofía Macher  Presidenta, Coordinadora Nacional de Derechos Humanos","Americas, Peru","Terrorism / Counterterrorism"
"https://www.hrw.org/news/2000/12/21/israel-palestinian-leaders-should-guarantee-right-return-part-comprehensive-refugee","Israel Palestinian Leaders Should Guarantee Right of Return as Part of Comprehensive Refugee Solution","Israel, Palestinian Leaders Should Guarantee Right of Return as Part of Comprehensive Refugee Solution","","12/21/2000","Human Rights Watch called on Israeli and Palestinian leaders engaged in final-status negotiations to uphold the right of return for Palestinian refugees as part of a comprehensive solution to the Palestinian refugee problem. In letters to Prime Minister Ehud Barak and Palestine Liberation Organization Chairman Yasser Arafat, the organization said that a peace agreement between the two sides should allow Palestinians in exile to choose freely among three options: returning to their country of origin, integrating into the country of asylum, or resettling in a third country.  The organization also called on President Clinton and the international community to ensure that individual refugees are permitted a free and informed choice among the three options and that returns take place in a gradual and orderly manner. """"The options of local integration and third-country resettlement should not extinguish the right of return,"""" said Kenneth Roth, executive director of Human Rights Watch. """"Rather, they should enhance the choices facing individual refugees. All three options should be available.""""  Roth noted that Human Rights Watch has defended the right of refugees to return to their homes in Bosnia, Chile, China, East Timor, Rwanda and Guatemala, as well as in other instances. """"It is a right that persists even when sovereignty over the territory is contested, or has changed hands,"""" he said.  In the letters to Barak, Arafat, and Clinton, Human Rights Watch said that it made no claim to preempt consideration of the negotiating parties' political and national security interests. Rather, these interests should be met in a manner consistent with internationally recognized human rights.","Middle East/North Africa, United States, Israel/Palestine","Refugees and Migrants, Migrants"
"https://www.hrw.org/news/2000/12/21/human-rights-watch-urges-attention-future-palestinian-refugees","Human Rights Watch Urges Attention to Future of Palestinian Refugees","Human Rights Watch Urges Attention to Future of Palestinian Refugees","Letter to Israeli Prime Minister Barak","12/21/2000","Dear Prime Minister Barak, Since the inception of the international refugee system fifty years ago, three durable solutions have emerged under international law and refugee policy to enable refugees to put an end to their refugee status and re-establish an effective link with a state. These include voluntary repatriation to the refugee's country of origin; local integration in the country of asylum; or resettlement in a third country. HRW calls on Israel, a future Palestinian state, countries currently hosting stateless Palestinians, and the international community to ensure that individual refugees are able to make free and informed choices for themselves from among these three established precedents. To this end, HRW urges Israel to recognize the right to return for those Palestinians, and their descendants, who fled from territory that is now within the State of Israel, and who have maintained appropriate links with that territory. This is a right that persists even when sovereignty over the territory is contested or has changed hands. If a former home no longer exists or is occupied by an innocent third party, return should be permitted to the vicinity of the former home. As in the cases of all displaced people, those unable to return to a former home because it is occupied or has been destroyed, or those who have lost property, are entitled to compensation. However, compensation is not a substitute for the right to return to the vicinity of a former home, should that be one's choice. Human Rights Watch also calls on the Palestinian Authority to uphold the right to return. In the event of a future Palestinian state, Palestinians who have fled from that territory, and their descendants who have maintained appropriate links, are entitled to return and to receive compensation if they cannot return to their former home. While all Palestinians may well be able to make a case for obtaining Palestinian nationality, this should not diminish their claim to return to Israel if they or their families came from that area and they have maintained links there. A future state of Palestine may find itself both a host country (for those refugees who fled from territory in what is now the State of Israel) and a country of return (for those seeking to exercise their right to return to its territory). As a host country it should offer refugees the possibility of full integration while also recognizing that some may wish to exercise their right to return to territory in Israel. Palestinians with links to Israel or a future Palestinian state should also be allowed, at their option, to choose compensation in lieu of exercising their right to return. Countries hosting Palestinian refugees should facilitate a durable solution by offering the option of full local integration to those Palestinians who may wish to remain. Given the long duration of the Palestinian diaspora, many Palestinians have developed strong ties to countries in which they now reside. Offering the option to remain and fully integrate in the host country would not diminish the right to return of the Palestinians. Rather, it would provide individuals with a greater freedom to choose living arrangements that may accord more with their current attachments and aspirations. The international community also shares a responsibility for finding durable solutions to refugee situations and for preventing individuals from being rendered stateless. Consequently, states should be generous in offering the possibility of third-country resettlement to those Palestinians who may wish to exercise it, and in providing aid to assist the permanent settlement of those who choose to remain in the region as well as those who choose to exercise their right to return. Neither the options of local integration and third-country resettlement, nor their absence, should extinguish the right to return; their humanitarian purpose is to allow individual Palestinians to select during a specified period among several choices for ending their refugee status. In addition, the international community should help to ensure that claims of a right to return are resolved fairly, that individual holders of the right are permitted freely and in an informed manner to choose whether to exercise it, that returns proceed in a gradual and orderly manner, and that any redress for past injustices not create new ones. In this context an internationally supported and funded independent determination mechanism or institution, such as UNHCR, should oversee and facilitate Palestinians' exercise of their right to choose one of the three options. If carried out in good faith, a regulated absorption mechanism does not derogate from the right to return. However, every effort should be made to assess individual claims promptly and to ensure that return takes place as quickly as practical. Any limitations placed on the rate of return by either Israel or a future Palestinian state, if they are imposed, should not be so severe as to effectively extinguish the right to return. Underlying our recommendation is our conviction that governments should meet their legitimate security concerns in a manner that is consistent with these principles and other internationally recognized human rights. Mr. Prime Minister, HRW is cognizant that the right to return is a key outstanding issue between Israel and the Palestine Liberation Organization. While this issue has been under debate for over half a century, Israeli and Palestinian negotiators have been prepared to address it openly only recently. HRW therefore urges that it is addressed within a rights-based framework that would permit individual Palestinians the ability to make free and informed choices from among the three options outlined above. While we make no claim that a rights-based approach pre-empts consideration of the national security concerns of the parties involved, we do believe that it offers the best chance to reach a lasting peace. I have taken the liberty of sending a similar message to Chairman Arafat and President Clinton, and remain ready to meet with you or your delegation to further clarify the recommendations made in this letter or to discuss these issues further. Yours sincerely, Kenneth Roth Executive Director Human Rights Watch","Middle East/North Africa, Israel/Palestine","Refugees and Migrants, Migrants"
