"URL","html_name","Title","Subtitle","Date","Content","Country","Topics"
"https://www.hrw.org/news/2001/12/31/advocacy-after-september-11","Advocacy After September 11","Advocacy After September 11","","12/31/2001","Human Rights Watch continued to spotlight threats to human rights in the wake of September 11. Over the past month in Pakistan, HRW researchers interviewed hundreds of Afghan refugees to gather information about the situation in the Pakistani refugee camps and the areas recently opened on the Afghan border. Human Rights Watch pressed for the humane treatment of captured foreign fighters and their families and urged the United States and Britain to provide logistical support for the safe surrender, disarming, and detention of captured fighters.","Global","Terrorism / Counterterrorism"
"https://www.hrw.org/news/2001/12/31/us-drops-anti-icc-law","US Drops Anti-ICC Law","US Drops Anti-ICC Law","","12/31/2001","On December 7, the US Senate passed Senator Jesse Helms's anti-International Criminal Court proposal, the """"American Servicemembers Protection Act"""" (ASPA), as an amendment to the Defense Appropriations Act. The ASPA attempted to undermine the establishment of a permanent International Criminal Court (ICC), which will prosecute individuals accused of genocide, crimes against humanity, and war crimes when national courts are unable to do so.","United States","International Justice, International Criminal Court"
"https://www.hrw.org/news/2001/12/31/un-studies-violence-against-children-worldwide","UN Studies Violence Against Children Worldwide","UN Studies Violence Against Children Worldwide","","12/31/2001","The UN General Assembly recently requested an in-depth study on violence against children. Human Rights Watch first proposed the study two years ago, and successfully lobbied both the Committee on the Rights of the Child and UN member states to gain approval.","Global","Children's Rights, United Nations"
"https://www.hrw.org/news/2001/12/31/congo-ratify-icc","Congo to Ratify ICC","Congo to Ratify ICC","","12/31/2001","In early December, Human Rights Watch Counsel Pascal Kambale organized a Government-NGO conference on the International Criminal Court (ICC) in Kinshasa in the Democratic Republic of Congo (DRC).","Africa, Democratic Republic of Congo","International Justice, International Criminal Court"
"https://www.hrw.org/news/2001/12/29/court-martial-code-offers-fair-way-try-terrorist-subjects","Court-Martial Code Offers a Fair Way to Try Terrorist Subjects","Court-Martial Code Offers a Fair Way to Try Terrorist Subjects","","12/29/2001","If you listened to the talking heads on U.S. television, you would think that the United States has only two choices for prosecuting accused Qaida terrorists: either summary trials under President George W. Bush's order for military commissions that would allow the government to convict and execute suspects with no presumption of innocence, no need to prove guilt beyond reasonable doubt and no right to appeal; or O.J. Simpson-style legal circuses with cameras in the courtroom, huge pressure on frightened jurors and evidence being thrown out because the Special Forces didn't read the suspects their Miranda rights. The federal courts remain the best option for trying terrorist suspects apprehended in the United States - and they have an excellent track record in doing so. But there is another option theoretically permitted by the president's order, that meets all the administration's stated needs of security and flexibility but which would guarantee fair trials: Try suspected terrorists captured in combat in military commissions that use the protections contained in the Uniform Code of Military Justice. These are the same due process protections already used for military courts-martial. The Department of Defense is now drafting the guidelines for implementing Mr. Bush's order. Whether the administration seizes this chance to preserve the option of military trials while assuaging their critics depends on whether it understands the high stakes for the United States in getting this decision right. That foreign terrorist suspects captured in Afghanistan do not enjoy the same constitutional rights as Americans is almost beside the point. There are other principles of fairness involved - principles central to America's self-image as a just society, principles critical to ensuring the legitimacy of any judgments rendered by a military court and principles enshrined in international law that the United States has rightly preached overseas. Just this year, for example, the State Department's annual report on human rights practices around the world concluded that military courts in Egypt, which have been used to try not only those accused of violence but peaceful dissidents, have """"deprived hundreds of civilian defendants of their constitutional right to be tried by a civilian judge."""" If not narrowed by appropriate guidelines, Mr. Bush's order will permit trials exactly like those America has condemned abroad. Tomorrow's military dictators will need to do nothing more than photocopy the Bush order to secure a repressive mechanism that will ward off future U.S. criticism. The irony is that for decades, the American system of military justice has been a model of a different kind - a model of fairness and respect for individual rights that was written, by definition, for times of war as well as for times of peace. Here is what the administration can do to stay true to American traditions: First, commissions should be used to try only persons engaged in armed conflict against the United States for violations of the laws of war. All defendants should be able to file a habeas corpus petition to challenge the lawfulness of their detention and, as the Uniform Code of Military Justice provides, no one should be indefinitely detained without trial. Second, trials by military commissions should be public, consistent with the basic requirements of protecting classified information. As the military's rules for courts-martial state, public trials """"reduce the chance of arbitrary or capricious decisions and enhance public confidence."""" Third, military commissions should apply the due process protections used in courts-martial - including the right of defendants to have counsel of their choice, to cross-examine witnesses and to be presumed innocent until proven guilty beyond reasonable doubt. If the death penalty is applied - a decision that should be re-examined in light of the growing worldwide condemnation of this practice - it should not be imposed except by unanimous vote, as the Uniform Code of Military Justice requires. And all defendants should have the right to appeal to an independent judicial body, such as the U.S. Court of Appeals for the Armed Forces. In effect the administration has one critical choice: It can let Mr. Bush's order stand as it is, and let it become a virtual code of misconduct for authoritarian governments around the world. Or it can show what the U.S. system of military justice was meant to show: that America does not abandon its commitment to human rights in times of conflict, but affirms it as an enduring source of national strength. Tom Malinowski is Washington advocacy director at Human Rights Watch.","Asia, United States, Afghanistan","Terrorism / Counterterrorism, Detention without Trial, Guantanamo - Military Commissions"
"https://www.hrw.org/news/2001/12/28/court-martial-code-offers-fair-way-try-terrorist-suspects","Court-Martial Code Offers a Fair Way to Try Terrorist Suspects","Court-Martial Code Offers a Fair Way to Try Terrorist Suspects","","12/28/2001","NEW YORK- If you listened to the talking heads on U.S. television, you would think that the United States has only two choices for prosecuting accused Qaida terrorists: either summary trials under President George W. Bush's order for military commissions that would allow the government to convict and execute suspects with no presumption of innocence, no need to prove guilt beyond reasonable doubt and no right to appeal; or O.J. Simpson-style legal circuses with cameras in the courtroom, huge pressure on frightened jurors and evidence being thrown out because the Special Forces didn't read the suspects their Miranda rights.   The federal courts remain the best option for trying terrorist suspects apprehended in the United States - and they have an excellent track record in doing so. But there is another option theoretically permitted by the president's order, that meets all the administration's stated needs of security and flexibility but which would guarantee fair trials: Try suspected terrorists captured in combat in military commissions that use the protections contained in the Uniform Code of Military Justice. These are the same due process protections already used for military courts-martial.   The Department of Defense is now drafting the guidelines for implementing Mr. Bush's order. Whether the administration seizes this chance to preserve the option of military trials while assuaging their critics depends on whether it understands the high stakes for the United States in getting this decision right.   That foreign terrorist suspects captured in Afghanistan do not enjoy the same constitutional rights as Americans is almost beside the point. There are other principles of fairness involved - principles central to America's self-image as a just society, principles critical to ensuring the legitimacy of any judgments rendered by a military court and principles enshrined in international law that the United States has rightly preached overseas.   Just this year, for example, the State Department's annual report on human rights practices around the world concluded that military courts in Egypt, which have been used to try not only those accused of violence but peaceful dissidents, have """"deprived hundreds of civilian defendants of their constitutional right to be tried by a civilian judge.""""   If not narrowed by appropriate guidelines, Mr. Bush's order will permit trials exactly like those America has condemned abroad. Tomorrow's military dictators will need to do nothing more than photocopy the Bush order to secure a repressive mechanism that will ward off future U.S. criticism.   The irony is that for decades, the American system of military justice has been a model of a different kind - a model of fairness and respect for individual rights that was written, by definition, for times of war as well as for times of peace. Here is what the administration can do to stay true to American traditions:   First, commissions should be used to try only persons engaged in armed conflict against the United States for violations of the laws of war. All defendants should be able to file a habeas corpus petition to challenge the lawfulness of their detention and, as the Uniform Code of Military Justice provides, no one should be indefinitely detained without trial.   Second, trials by military commissions should be public, consistent with the basic requirements of protecting classified information. As the military's rules for courts-martial state, public trials """"reduce the chance of arbitrary or capricious decisions and enhance public confidence.""""   Third, military commissions should apply the due process protections used in courts-martial - including the right of defendants to have counsel of their choice, to cross-examine witnesses and to be presumed innocent until proven guilty beyond reasonable doubt. If the death penalty is applied - a decision that should be re-examined in light of the growing worldwide condemnation of this practice - it should not be imposed except by unanimous vote, as the Uniform Code of Military Justice requires. And all defendants should have the right to appeal to an independent judicial body, such as the U.S. Court of Appeals for the Armed Forces.   In effect the administration has one critical choice: It can let Mr. Bush's order stand as it is, and let it become a virtual code of misconduct for authoritarian governments around the world. Or it can show what the U.S. system of military justice was meant to show: that America does not abandon its commitment to human rights in times of conflict, but affirms it as an enduring source of national strength.","United States","Terrorism / Counterterrorism, International Justice, Guantanamo - Military Commissions"
"https://www.hrw.org/news/2001/12/21/russia-rights-defender-reported-killed-chechnya","Russia- Rights Defender Reported Killed in Chechnya","Russia: Rights Defender Reported Killed in Chechnya","","12/21/2001","The reported killing of a human rights defender in Chechnya should be investigated, Human Rights Watch said today.  """"This killing would appear to be a horrifying tactic to silence those who expose abuses,"""" said Elizabeth Andersen, executive director of Human Rights Watch's Europe and Central Asia division. """"And in Chechnya, continued abuses must be exposed.""""  The Russian-Chechen Friendship Society documents violations of international humanitarian law committed in the Chechnya conflict, and monitors the rights of those internally displaced by the conflict.  According to an unconfirmed report, on December 13, Betergirieva, together with Umar Musaev, another Russian-Chechen Friendship Society monitor set out by car for Argun, a town east of Grozny, to document human rights violations. Several days earlier, fighting had broken out between Russian and Chechen forces in the town. According to press reports, many civilians were affected by the fighting. The Russian sweep operation that followed drew many civilian complaints of abuse, prompting the head of the local Federal Security Service (FSB) directorate to order an investigation.  The shooting reportedly took place near one of the town's checkpoints, immediately after Russian troops manning the checkpoint had turned back Betergirieva's car.  Human Rights Watch is confirming the circumstances of the incident.","Europe/Central Asia, Russia",""
"https://www.hrw.org/news/2001/12/21/iran-journalist-risk","Iran- Journalist at Risk","Iran: Journalist at Risk","","12/21/2001","Human Rights Watch today said it was gravely concerned about the detention of Siamak Pourzand, a 73-year-old journalist who was arrested on November 29 and whose whereabouts remain unknown.  Human Right Watch believes that the Iranian government may be seeking to fabricate criminal charges against him, perhaps with the intent to silence him and deter other open critics of the government.  “We are alarmed by a growing pattern of arrests in Iran where the authorities deny the whereabouts of those detained for weeks or even months,” said Hanny Megally, Executive Director of Human Rights Watch’s Middle East and North Africa Division. “It is precisely during such periods of incommunicado detention that individuals are at greatest risk of being tortured or otherwise pressured into making confessions.”  Siamak Pourzand was last seen leaving his sister’s house at 9:00 pm on November 29. There was no news about him until December 14, when his family received a phone call from the Vice and Virtue Committee in Tehran asking for more clothing for their prisoner, Mr. Pourzand. His family’s efforts to find out where he was being held have been unsuccessful. An ominous development in his case occurred in early December when plainclothes security personal seriously beat Ms. Venus Farimehr, a colleague of Mr. Pourzand. She was reportedly forced to sign a statement confessing to an adulterous relationship with Mr. Pourzand, and incriminating him in other unspecified offences.  Siamak Pourzand heads a newly established Artistic and Cultural Complex which organized cultural gatherings for artists, writers and journalists. In recent years he has worked as a cultural commentator with several reformist newspapers. All of them have since been closed. Mr Pourzand has also been accused in the past by conservatives in Iran of being sympathetic to the “monarchist” cause, partly because of his association with the press during the reign of the Shah of Iran and also because his estranged first wife is currently working abroad as Chief of Staff for Reza Pahlavi, the son of the former Shah.  “Siamak Pourzand’s safety is at risk,” said Megally. “Unless he is charged with a valid criminal offense, the authorities should release him immediately,” said Megally.  Over the past eighteen months more than fifty-six reformist newspapers have been closed and scores of journalists and editors working for them have been imprisoned by the conservative-dominated Iranian judiciary. The reformist press has consistently been accused by conservative clerics, including the Iranian Leader, Ayatollah Ali Khamenei, as being “a base of the enemy” and as “satanic,” working to overthrow the Islamic Republic. Human Rights Watch is gravely concerned that Mr. Pourzand could face fabricated charges on the basis of Ms. Farimehr’s forced confession or his alleged links to supporters of the monarchy.","Middle East/North Africa, Iran","Press Freedom, Free Speech"
"https://www.hrw.org/news/2001/12/22/statement-explosive-remnants-ccw-second-review-conference","Statement on Explosive Remnants CCW Second Review Conference","Statement on Explosive Remnants, CCW Second Review Conference","","12/22/2001","Geneva Switzerland President, distinguished delegates, colleagues, Thank you for providing me with the opportunity to make some remarks at the closing of this Review Conference. Human Rights Watch is pleased that agreement has been reached to expand the scope of three CCW protocols to internal as well as international conflict. This is an advance in promotion of effective international humanitarian law and we urge governments to give their consent to be bound by this new provision as soon as possible. We congratulate the conference for adopting a mandate to conduct work on the issue of the explosive remnants of war (ERW), and we express our appreciation to the International Committee of the Red Cross for its initiative on this issue. ERW constitute an acute humanitarian problem that deserves immediate action by the international community. We view the formation of a Group of Governmental Experts as a positive step in addressing all aspects of the problems associated with ERW. We look forward to working with you over the course of the next year. Numerous non-governmental organizations possess a wealth of experience in dealing with the consequences of ERW. It is crucial that the Group of Experts consider their views not as outsiders, but as partners and practitioners. Human Rights Watch's interest in ERW has grown in part out of its leadership role in the movement to ban antipersonnel mines, but also from its extensive research and field work on the impact of the use of cluster munitions, particularly in the Gulf War and in Kosovo. We were the first group, in December 1999, to call for a global moratorium on use of cluster munitions until humanitarian concerns could be adequately addressed. More recently, we called for a halt to use of cluster bombs in Afghanistan. It has been demonstrated that use of cluster munitions leads to unacceptable civilian casualties both during and after conflict. During conflict, the wide dispersal pattern and the inability to target cluster munitions accurately makes them especially dangerous when used near civilian areas. After conflict, the high initial failure rate and the large numbers typically used result in numerous explosive duds that pose the same post-conflict problem as antipersonnel mines. Because of the humanitarian imperative, the Group of Experts' work on ERW should be concluded within one year and should pave the way for immediate negotiations aimed at a new protocol to be concluded in a similar timeframe. We are pleased that the ERW mandate is broad, and allows for examination of the factors and types of munitions that could cause humanitarian problems, and for examination of international humanitarian law concerns. There are clearly many factors to consider, from the question of the reliability of weapons technologies themselves, to selection of certain weapons in warfare, to their use in areas where civilians live or work, to the adequacy of wartime records and post-war clean-up, among others. We believe that the Group of Experts should focus on problems caused by cluster bombs and other submunitions, because of the well-documented dangers. As we are seeing once again in Afghanistan, the answer to the question of which types of munitions cause the most severe humanitarian problems, is primarily mines and submunitions. These weapons are particularly pernicious because they are both hidden killers, highly volatile to human contact, generally appearing in large numbers, with indiscriminate effects. In Afghanistan, mines and submunitions have caused casualties to civilians and to coalition military personnel. Once again, it is clear that the proliferation of submunitions increases civilian dangers. We also believe that if the cluster munition problem is to be adequately addressed, the Group of Experts must consider not just technical factors, but also those related to use and targeting. Dangers to civilians during conflict are as important as dangers to civilians after conflict. It is also clear that a possible technical """"fix"""" on future submunitions of the major militaries will not effect the existing problem of remnants of war on the ground, nor will it address problems associated with the huge existing stockpiles of submunitions, which may number in the billions. Human Rights Watch takes the ERW mandate as one to address the past, the current and the future problem. Parallel to the efforts of the Group of Experts, states should, with a sense of urgency, take unilateral steps toward our common goals. In the next year, states should adopt and publicize their national """"best practices"""" and other measures to reduce the problems caused by cluster munitions and ERW. Such an approach would facilitate the work of the Group of Experts. At a minimum, governments should declare that air-delivered submunitions should not be used in or near concentrations of civilians. Another step states can take is to ban the sale and transfer of submunitions. Such an action would have immediate impact on reducing the proliferation of the weapons themselves, but also of production technologies that perpetuate the problem. Many other positive measures can be adopted at the national level. In conclusion, let me reiterate that we look forward to working with you in the coming months and years in the effort to address our common goal of alleviating the human suffering caused by cluster munitions and other explosive remnants of war. Thank you.","Global","Arms, Cluster Munitions, Landmines"
"https://www.hrw.org/news/2001/12/20/rwanda-rules-can-restrict-abuses","Rwanda- Rules Can Restrict Abuses","Rwanda: Rules Can Restrict Abuses","But More Protections for Child Soldiers Needed  ","12/20/2001","(New York) - Both Rwandan government troops and adversary rebel forces of the Army for the Liberation of Rwanda (ALIR) have given civilians greater protection in the conflict in Rwanda's northwest in 2001, Human Rights Watch said in a report released today.  As these forces continue to confront each other in the eastern Congo, Human Rights Watch called on both sides to impose the same discipline on their combatants in any new clashes.     """"Both sides have shown that they can make their combatants respect the rules of war when they believe it is in their interest to do so,"""" said Alison Des Forges, senior advisor to the Africa division of Human Rights Watch.     In contrast to previous combat in northwestern Rwanda where thousands of civilians were slain by both government army and rebel forces, the most recent episode inside Rwanda of the ongoing central African war cost relatively few civilian lives.     The report, """"Rwanda: Observing the Rules of War?"""" documents the findings of field research into combat in the northwest of Rwanda from May to July, based on interviews with civilians, combatants, and former combatants. Evidence shows that both government and rebel forces imposed new rules restricting attacks on civilians in the internal conflict, enforcing these through disciplinary measures. In stark contrast, the new rules did not apply to fighting by the Rwandan army and its proxies in eastern Congo's Kivu region or to ALIR's forces there. ALIR forces inside Rwanda also persisted in past patterns of looting and the use of child soldiers.     Human Rights Watch researchers received reports of Rwandan troops killing people who were traveling in the company of rebel combatants but no accounts of reprisal attacks against local residents. ALIR combatants killed at least ten civilians, mostly in the course of looting, but did not target civilians in general, nor Tutsi in particular. ALIR combatants are often identified with the forces that executed the 1994 genocide that killed at least half a million Tutsi in Rwanda. Some ALIR leaders were officers in units of the former Rwandan army and in militia that participated in the genocide. But most ALIR combatants are of a later generation and were not part of the genocidal forces.     ALIR continues to recruit and sometimes abduct children for military service, including some as young as ten years old. Several dozen children in ALIR forces were killed in recent military operations and nearly three hundred were captured by the Rwandan army. ALIR leaders have said that they have banned the use of child soldiers in accord with international humanitarian law, but in this case they have not effectively enforced their orders.     """"Both sides should continue and extend more careful observance of international humanitarian law,"""" said Des Forges. """"Let's see them apply the rules about child soldiers as well as rules about not attacking civilians. And let's see them enforce the rules of war in the Congo where combatants of both sides continue to commit abuses devastating to the local population.""""","Africa, Rwanda",""
